id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,fe80::6c9b:9e0d:591c:fc8a,dc:a6:32:c9:e6:9f,dc:a6:32,34084,fe80::813f:cb21:c6d4:b7c2,dc:a6:32:c9:e5:5e,dc:a6:32,49152,6,6,0,0,1703188985964,1703189286368,300404,13702,2518262,1703188985964,1703189286348,300384,6797,1308635,1703188985985,1703189286368,300383,6905,1209627,86,183.78791417311345,13.476034621867724,193,86,192.53126379284947,7.043217786001711,193,86,175.18131788558998,12.736402958210418,177,0,21.92569885409822,6.346068162770633,216,20,44.200117716303744,9.760877895608784,283,0,43.5085457705677,9.413832214851007,226,0,0,0,0,13702,13534,0,0,0,0,0,0,6797,6767,0,0,0,0,0,0,6905,6767,0,0,TLS,Web,0,6,,,,,
1,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,33234,192.168.137.87,dc:a6:32:c9:e5:3e,dc:a6:32,8765,6,4,0,0,1703188986155,1703189286014,299859,427,30646,1703188986155,1703189285984,299829,266,19096,1703188986158,1703189286014,299856,161,11550,66,71.77049180327874,4.636431614331143,86,66,71.78947368421042,5.777056287123041,86,66,71.7391304347826,1.3987572123604703,78,0,703.8943661971832,989.6558977109509,10758,0,1131.4301886792452,1619.7338410219927,22406,0,1874.1,1579.294282326343,12717,0,0,0,0,427,278,0,0,0,0,0,0,266,126,0,0,0,0,0,0,161,152,0,0,Unknown,Unspecified,0,0,,,,,
2,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,192.168.137.198,dc:a6:32:c9:e5:5e,dc:a6:32,0,1,4,0,0,1703188987145,1703189286385,299240,10735330,644119800,1703188987145,1703189286385,299240,10489951,629397060,1703188987155,1703189286359,299204,245379,14722740,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0278743203864559,0.1945528529827405,48,0,0.028526351412542,0.1993826989284942,48,0,1.2193595187832755,28.10852301397442,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,
3,0,fe80::813f:cb21:c6d4:b7c2,dc:a6:32:c9:e5:5e,dc:a6:32,0,ff02::2,33:33:00:00:00:02,33:33:00,0,58,6,0,0,1703189003434,1703189003434,0,1,62,1703189003434,1703189003434,0,1,62,0,0,0,0,0,62,62.0,0.0,62,62,62.0,0.0,62,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
4,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,51650,192.168.137.1,8c:ae:4c:dd:1e:39,8c:ae:4c,53,17,4,0,0,1703189049454,1703189049489,35,2,322,1703189049454,1703189049454,0,1,89,1703189049489,1703189049489,0,1,233,89,161.0,101.82337649086284,233,89,89.0,0.0,89,233,233.0,0.0,233,35,35.0,0.0,35,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,Network,0,6,connectivity-check.ubuntu.com,,,,
5,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,48420,192.168.137.1,8c:ae:4c:dd:1e:39,8c:ae:4c,53,17,4,0,0,1703189049454,1703189049491,37,2,346,1703189049454,1703189049454,0,1,89,1703189049491,1703189049491,0,1,257,89,173.0,118.79393923933998,257,89,89.0,0.0,89,257,257.0,0.0,257,37,37.0,0.0,37,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,Network,0,6,connectivity-check.ubuntu.com,,,,
6,0,153.116.99.112,dc:a6:32:c9:e5:5f,dc:a6:32,0,61.81.51.9,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,234,4,0,0,1703189060329,1703189060329,0,1,66,1703189060329,1703189060329,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
7,0,150.126.164.103,dc:a6:32:c9:e5:5f,dc:a6:32,0,157.40.112.163,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,50,4,0,0,1703189060329,1703189060329,0,1,66,1703189060329,1703189060329,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
8,0,101.167.145.136,dc:a6:32:c9:e5:5f,dc:a6:32,0,170.65.35.141,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,214,4,0,0,1703189060329,1703189060329,0,1,66,1703189060329,1703189060329,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
9,0,255.30.187.187,dc:a6:32:c9:e5:5f,dc:a6:32,0,3.76.156.204,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,57,4,0,0,1703189060329,1703189060329,0,1,66,1703189060329,1703189060329,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
10,0,132.70.175.147,dc:a6:32:c9:e5:5f,dc:a6:32,0,33.38.44.168,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,62,4,0,0,1703189060329,1703189060329,0,1,66,1703189060329,1703189060329,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
11,0,17.43.78.255,dc:a6:32:c9:e5:5f,dc:a6:32,0,177.179.27.122,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,220,4,0,0,1703189060329,1703189060329,0,1,66,1703189060329,1703189060329,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
12,0,146.231.247.242,dc:a6:32:c9:e5:5f,dc:a6:32,0,155.213.124.147,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,181,4,0,0,1703189060329,1703189060329,0,1,66,1703189060329,1703189060329,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
13,0,252.210.225.219,dc:a6:32:c9:e5:5f,dc:a6:32,0,46.162.35.46,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,91,4,0,0,1703189060329,1703189060329,0,1,66,1703189060329,1703189060329,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
14,0,3.3.165.22,dc:a6:32:c9:e5:5f,dc:a6:32,0,80.44.77.10,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,75,4,0,0,1703189060330,1703189060330,0,1,66,1703189060330,1703189060330,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
15,0,152.200.55.118,dc:a6:32:c9:e5:5f,dc:a6:32,0,199.27.174.205,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,73,4,0,0,1703189060331,1703189060331,0,1,66,1703189060331,1703189060331,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
