id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,fe80::6c9b:9e0d:591c:fc8a,dc:a6:32:c9:e6:9f,dc:a6:32,34372,fe80::813f:cb21:c6d4:b7c2,dc:a6:32:c9:e5:5e,dc:a6:32,49152,6,6,0,0,1703182235061,1703182535109,300048,13551,2489321,1703182235061,1703182535109,300048,6723,1293687,1703182235083,1703182535094,300011,6828,1195634,86,183.70016972917017,13.792224103734974,193,86,192.4270414993304,7.809439773557745,193,86,175.10749853544246,12.986946247090277,177,0,22.143763837638414,6.272515414931008,224,0,44.63671526331464,9.904414909931896,287,0,43.94477808700743,9.221182423869887,224,0,0,0,0,13551,13373,0,0,0,0,0,0,6723,6687,0,0,0,0,0,0,6828,6686,0,0,TLS,Web,0,6,,,,,
1,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,53890,192.168.137.87,dc:a6:32:c9:e5:3e,dc:a6:32,8765,6,4,0,0,1703182235398,1703182402897,167499,234,17010,1703182235398,1703182402894,167496,114,8324,1703182235403,1703182402897,167494,120,8686,66,72.69230769230765,5.682533344349171,110,66,73.01754385964914,5.538253863889879,96,66,72.38333333333331,5.822563086507399,110,0,718.8798283261804,1305.6918542501296,9687,0,1482.265486725663,2074.0953450398697,13216,0,1407.5126050420172,1677.1454050217376,9787,0,0,0,0,234,144,0,3,0,0,0,0,114,66,0,1,0,0,0,0,120,78,0,2,Unknown,Unspecified,0,0,,,,,
2,0,192.168.137.48,dc:a6:32:dc:27:d5,dc:a6:32,42428,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,38890,17,4,0,0,1703182235959,1703182236000,41,1000,60000,1703182235959,1703182236000,41,1000,60000,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.041041041041041,0.2034701883628707,2,0,0.041041041041041,0.2034701883628707,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RakNet,Game,0,6,,,,,
3,0,192.168.137.48,dc:a6:32:dc:27:d5,dc:a6:32,41715,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,1710,17,4,0,0,1703182236000,1703182236034,34,1000,60000,1703182236000,1703182236034,34,1000,60000,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.034034034034034,0.1868493194507309,2,0,0.034034034034034,0.1868493194507309,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RakNet,Game,0,6,,,,,
4,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,0,192.168.137.48,dc:a6:32:dc:27:d5,dc:a6:32,0,1,4,0,0,1703182236032,1703182534926,298894,301,23478,1703182236032,1703182534926,298894,301,23478,0,0,0,0,0,78,78.0,0.0,78,78,78.0,0.0,78,0,0.0,0.0,0,0,996.313333333333,673.483880241668,12098,0,996.313333333333,673.483880241668,12098,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,
5,0,192.168.137.48,dc:a6:32:dc:27:d5,dc:a6:32,54430,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,9965,17,4,0,0,1703182236034,1703182236069,35,1000,60000,1703182236034,1703182236069,35,1000,60000,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.035035035035035,0.1839604758831311,1,0,0.035035035035035,0.1839604758831311,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RakNet,Game,0,6,,,,,
6,0,192.168.137.48,dc:a6:32:dc:27:d5,dc:a6:32,40697,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,51230,17,4,0,0,1703182236069,1703182236104,35,1000,60000,1703182236069,1703182236104,35,1000,60000,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.035035035035035,0.1893289853751404,2,0,0.035035035035035,0.1893289853751404,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RakNet,Game,0,6,,,,,
7,0,192.168.137.48,dc:a6:32:dc:27:d5,dc:a6:32,39451,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,28276,17,4,0,0,1703182236104,1703182236138,34,1000,60000,1703182236104,1703182236138,34,1000,60000,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.034034034034034,0.1814074424139461,1,0,0.034034034034034,0.1814074424139461,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RakNet,Game,0,6,,,,,
8,0,192.168.137.48,dc:a6:32:dc:27:d5,dc:a6:32,37813,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,43514,17,4,0,0,1703182236138,1703182236173,35,1000,60000,1703182236138,1703182236173,35,1000,60000,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.035035035035035,0.1839604758831311,1,0,0.035035035035035,0.1839604758831311,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RakNet,Game,0,6,,,,,
9,0,192.168.137.48,dc:a6:32:dc:27:d5,dc:a6:32,42528,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,25180,17,4,0,0,1703182236173,1703182236208,35,1000,60000,1703182236173,1703182236208,35,1000,60000,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.035035035035035,0.183960475883131,1,0,0.035035035035035,0.183960475883131,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RakNet,Game,0,6,,,,,
