id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,0,1,4,0,0,1703093730554,1703094004186,273632,3789475,5737265150,1703093730554,1703094004186,273632,3786223,5732341622,1703093730673,1703094003777,273104,3252,4923528,1514,1514.0,0.0,1514,1514,1514.0,0.0,1514,1514,1514.0,0.0,1514,0,0.0722084384270794,0.8902270781902638,661,0,0.0722704585203905,1.0717594967891015,1001,0,84.00615195324526,379.63952046724967,18948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,
1,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,41689,192.168.137.1,8c:ae:4c:dd:1e:39,8c:ae:4c,53,17,4,0,0,1703093863103,1703093900074,36971,15,2508,1703093863103,1703093900071,36968,8,800,1703093863105,1703093900074,36969,7,1708,100,167.2,74.3612802471824,244,100,100.0,0.0,100,244,244.0,0.0,244,2,2640.785714285714,2723.562180408123,5530,5127,5281.142857142858,139.20659535552235,5530,5047,6161.5,2251.497523871612,10748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,Network,0,6,connectivity-check.ubuntu.com,,,,
2,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,58674,192.168.137.1,8c:ae:4c:dd:1e:39,8c:ae:4c,53,17,4,0,0,1703093888140,1703093903360,15220,8,1376,1703093888140,1703093903324,15184,4,400,1703093888143,1703093903360,15217,4,976,100,172.0,76.97123767077822,244,100,100.0,0.0,100,244,244.0,0.0,244,3,2174.2857142857147,2671.14661486322,5045,5004,5061.333333333333,63.759966541187495,5130,5006,5072.333333333333,63.263997133704216,5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,Network,0,6,connectivity-check.ubuntu.com,,,,
3,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,44899,192.168.137.1,8c:ae:4c:dd:1e:39,8c:ae:4c,53,17,4,0,0,1703093888140,1703093997800,109660,37,6724,1703093888140,1703093997798,109658,19,1900,1703093893147,1703093997800,104653,18,4824,100,181.7297297297297,85.12756723120134,268,100,100.0,0.0,100,268,268.0,0.0,268,2,3046.1111111111118,2913.04013780182,11053,4917,6092.111111111111,2840.6482667101536,16275,4895,6156.058823529412,2146.192135812525,11078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,Network,0,6,connectivity-check.ubuntu.com,,,,
4,0,fe80::dc76:86e8:6ce0:d1cb,dc:a6:32:c9:e5:5f,dc:a6:32,0,ff02::16,33:33:00:00:00:16,33:33:00,0,58,6,0,0,1703093898892,1703093898892,0,1,110,1703093898892,1703093898892,0,1,110,0,0,0,0,0,110,110.0,0.0,110,110,110.0,0.0,110,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
5,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,44194,185.125.190.18,8c:ae:4c:dd:1e:39,8c:ae:4c,80,6,4,0,0,1703093908568,1703093916255,7687,9,666,1703093908568,1703093916150,7582,3,222,1703093908848,1703093916255,7407,6,444,74,74.0,0.0,74,74,74.0,0.0,74,74,74.0,0.0,74,105,960.875,931.0038265227485,2422,3037,3791.0,1066.3170260293136,4545,274,1481.4,900.9874027976196,2527,9,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,HTTP,Web,1,1,,,,,
6,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,44198,185.125.190.18,8c:ae:4c:dd:1e:39,8c:ae:4c,80,6,4,0,0,1703093908568,1703093924047,15479,12,888,1703093908568,1703093923959,15391,4,296,1703093908848,1703093924047,15199,8,592,74,74.0,0.0,74,74,74.0,0.0,74,74,74.0,0.0,74,88,1407.1818181818182,1477.8241314975078,4224,3037,5130.333333333333,2439.2534377004235,7809,274,2171.285714285714,1407.049124265119,4224,12,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,HTTP,Web,1,1,,,,,
7,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,44202,185.125.190.18,8c:ae:4c:dd:1e:39,8c:ae:4c,80,6,4,0,0,1703093908568,1703093924064,15496,11,814,1703093908568,1703093923959,15391,4,296,1703093908848,1703093924064,15216,7,518,74,74.0,0.0,74,74,74.0,0.0,74,74,74.0,0.0,74,105,1549.6,2322.987836577904,7704,3276,5130.333333333333,2376.271519278328,7809,246,2536.0,2697.357892456987,7809,11,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,HTTP,Web,1,1,,,,,
8,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,44214,185.125.190.18,8c:ae:4c:dd:1e:39,8c:ae:4c,80,6,4,0,0,1703093908569,1703093924047,15478,12,888,1703093908569,1703093923959,15390,4,296,1703093908848,1703093924047,15199,8,592,74,74.0,0.0,74,74,74.0,0.0,74,74,74.0,0.0,74,88,1407.090909090909,1471.2934754524983,4224,3275,5130.0,2376.661734450235,7809,214,2171.285714285714,1395.6206163431036,4224,12,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,HTTP,Web,1,1,,,,,
9,0,192.168.137.198,dc:a6:32:c9:e5:5f,dc:a6:32,53236,185.125.190.48,8c:ae:4c:dd:1e:39,8c:ae:4c,80,6,4,0,0,1703093913464,1703093928581,15117,9,666,1703093913464,1703093920244,6780,3,222,1703093914290,1703093928581,14291,6,444,74,74.0,0.0,74,74,74.0,0.0,74,74,74.0,0.0,74,88,1889.625,1840.2888699875357,4176,738,3390.0,3750.494367413448,6042,982,2858.2,1701.975234837452,4176,9,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,HTTP,Web,1,1,,,,,
